timestamp,battery,temp,signal,power_draw,packet_loss,packet_type,priority,size_kb,event
00:07:03,18.4,48.5,86,0.47,1.2,,,,
00:07:04,18.4,49.0,88,0.52,2.1,CODEC2,MEDIUM,67.2,
00:07:05,18.3,48.3,86,0.38,1.9,,,,
00:07:06,18.3,47.9,89,0.46,2.0,,,,
00:07:07,18.3,48.2,92,0.48,1.3,,,,
00:07:08,18.4,48.2,89,0.52,2.5,,,,
00:07:09,18.3,48.3,94,0.44,0.0,CODEC2,MEDIUM,12.7,
00:07:10,18.4,47.7,97,0.45,2.4,,,,
00:07:11,18.5,48.0,91,0.48,0.4,,,,
00:07:12,18.9,47.8,92,0.45,0.8,,,,
00:07:13,18.5,47.6,95,0.44,2.4,,,,
00:07:14,18.8,47.1,92,0.45,1.6,,,,
00:07:15,19.0,48.1,95,0.5,0.3,,,,
00:07:16,18.7,47.3,95,0.46,1.0,TTC,CRITICAL,1.0,
00:07:17,18.6,47.5,90,0.42,0.0,,,,
00:07:18,19.0,47.6,92,0.48,0.9,,,,
00:07:19,18.9,46.8,93,0.47,2.6,,,,
00:07:20,19.2,47.1,95,0.53,2.5,,,,
00:07:21,19.0,47.5,93,0.45,0.8,,,,
00:07:22,18.9,46.9,93,1.29,0.0,HOUSEKEEPING,HIGH,10.0,
00:07:23,19.1,46.4,91,1.31,0.2,,,,
00:07:24,19.2,46.7,94,0.44,0.5,,,,
00:07:25,19.4,46.5,85,0.44,3.2,TTC,HIGH,3.1,
00:07:26,19.4,47.1,87,0.43,0.2,,,,
00:07:27,19.4,46.3,84,0.39,2.4,TTC,HIGH,1.8,
00:07:28,19.2,46.0,84,0.42,0.0,,,,
00:07:29,19.5,46.5,83,0.45,0.5,,,,
00:07:30,19.5,46.4,76,0.44,1.2,TTC,HIGH,9.8,
00:07:31,19.6,45.8,76,0.44,2.0,SSTV,MEDIUM,319.4,
00:07:32,19.5,45.5,78,0.39,0.6,,,,
00:07:33,19.6,46.2,77,0.41,3.2,HOUSEKEEPING,HIGH,14.4,
00:07:34,19.8,46.0,71,0.48,3.0,TTC,CRITICAL,1.8,
00:07:35,19.7,45.2,67,0.47,4.6,HOUSEKEEPING,MEDIUM,1.2,
00:07:36,19.9,44.9,70,0.48,2.0,,,,
00:07:37,19.8,45.2,66,0.47,6.2,CODEC2,HIGH,19.8,
00:07:38,19.7,45.0,67,0.44,6.4,CODEC2,MEDIUM,55.4,
00:07:39,19.9,45.2,61,0.45,2.8,,,,
00:07:40,20.1,44.7,57,0.42,2.7,,,,
00:07:41,20.0,44.8,50,1.31,9.6,CODEC2,MEDIUM,53.6,
00:07:42,19.9,45.1,52,1.37,5.4,,,,
00:07:43,20.0,43.7,47,1.32,6.9,,,,
00:07:44,20.1,45.0,42,1.33,7.6,,,,
00:07:45,20.3,44.6,44,1.32,7.8,,,,
00:07:46,20.3,44.3,37,0.49,13.2,HOUSEKEEPING,HIGH,13.5,
00:07:47,20.0,44.3,37,0.39,9.3,,,,
00:07:48,20.3,44.3,27,1.6,12.7,TTC,HIGH,7.6,
00:07:49,20.1,44.4,22,1.63,17.5,M17,MEDIUM,25.6,
00:07:50,20.5,44.5,20,1.64,15.6,,,,
00:07:51,20.6,43.5,3,0.48,0.0,,,,
00:07:52,20.6,43.6,2,0.48,0.0,,,,
00:07:53,20.6,43.8,3,0.43,0.0,,,,
00:07:54,20.8,43.4,1,0.49,0.0,HOUSEKEEPING,HIGH,5.4,
00:07:55,20.5,44.2,1,0.47,0.0,CODEC2,MEDIUM,64.6,
00:07:56,20.8,43.1,3,0.47,0.0,TTC,HIGH,5.0,
00:07:57,21.0,43.4,1,0.47,0.0,,,,
00:07:58,21.2,43.0,1,0.48,0.0,,,,
00:07:59,20.7,42.7,2,0.48,0.0,,,,
00:08:00,21.0,43.6,0,0.39,0.0,,,,
